,id,question,option_a,option_b,option_c,option_d,correct_option
2063,OIC-283-07-A,Quelles sont les règles hygiéno-diététiques essentielles pour la prise en charge de la constipation chez l'adulte?,Augmentation des apports hydriques et utilisation d'eau riche en magnésium,Régime enrichi en fibres (environ 25 g/jour) et recommandation d'une présentation régulière aux toilettes,Utilisation de laxatifs de 1ère intention comme les laxatifs osmotiques et les laxatifs de lest,Chirurgie systématique pour les troubles de la statique pelvienne,b
2064,OIC-283-07-A-,Quels sont les laxatifs de 1ère intention recommandés pour la prise en charge de la constipation chez l'adulte?,Laxatifs irritants et lubrifiants,Laxatifs osmotiques et laxatifs de lest,Laxatifs prokinétiques et laxatifs de 2ème intention,Laxatifs de 2ème intention et laxatifs prokinétiques,b
2065,OIC-283-08-B-,Quelle complication de la constipation chronique est fréquente chez le garçon après 4 ans?,Fissure anale,Prolapsus rectal,Douleurs abdominales,Encoprésie,d
2066,OIC-283-09-B,Quels sont les principes de prise en charge de la constipation chronique chez l'enfant et l'adulte?,"Personnalisé et adapté à l'âge, explications des mécanismes physiopathologiques, mesures hygiéno-diététiques, évaluation de l'alimentation de la mère chez le nourrisson allaité, vérification de la reconstitution des biberons, apports d'eau, diversification, traitement médicamenteux chez l'enfant plus grand pour ramollir les selles et supprimer le cercle vicieux : osmotiques (néonatal), PEG (dès 6 mois (à forte dose si fécalome)), lavements si fécalome, prise en charge psychologique si nécessaire.","Personnalisé et adapté à l'âge, explications des mécanismes physiopathologiques, mesures hygiéno-diététiques, évaluation de l'alimentation de la mère chez le nourrisson allaité, vérification de la reconstitution des biberons, apports d'eau, diversification, traitement médicamenteux chez l'enfant plus grand pour ramollir les selles et supprimer le cercle vicieux : osmotiques (néonatal), PEG (dès 6 mois (à forte dose si fécalome)), lavements si fécalome, prise en charge psychologique si nécessaire.","Personnalisé et adapté à l'âge, explications des mécanismes physiopathologiques, mesures hygiéno-diététiques, évaluation de l'alimentation de la mère chez le nourrisson allaité, vérification de la reconstitution des biberons, apports d'eau, diversification, traitement médicamenteux chez l'enfant plus grand pour ramollir les selles et supprimer le cercle vicieux : osmotiques (néonatal), PEG (dès 6 mois (à forte dose si fécalome)), lavements si fécalome, prise en charge psychologique si nécessaire.","Personnalisé et adapté à l'âge, explications des mécanismes physiopathologiques, mesures hygiéno-diététiques, évaluation de l'alimentation de la mère chez le nourrisson allaité, vérification de la reconstitution des biberons, apports d'eau, diversification, traitement médicamenteux chez l'enfant plus grand pour ramollir les selles et supprimer le cercle vicieux : osmotiques (néonatal), PEG (dès 6 mois (à forte dose si fécalome)), lavements si fécalome, prise en charge psychologique si nécessaire.",a
2067,OIC-284-01-A,Quelle est la définition du syndrome de l'intestin irritable (SII)?,Un diagnostic clinique basé sur la présence de douleurs abdominales et de troubles du transit avec des examens complémentaires anormaux.,Une maladie organique digestive avec des symptômes variés.,Un diagnostic clinique basé sur la présence de douleurs abdominales et de troubles du transit en l'absence de toute maladie organique digestive avec des examens complémentaires normaux.,Une pathologie chronique avec une altération de la qualité de vie mais sans symptômes spécifiques.,c
2068,OIC-284-02-A,Quels sont les critères diagnostiques du syndrome de l'intestin irritable selon les critères de Rome?,"Douleur abdominale récidivante au moins un jour par semaine dans les trois derniers mois avec au moins deux des critères suivants : association à la défécation, modification de la fréquence des selles, modification de l'aspect des selles.","Douleur abdominale récidivante au moins un jour par semaine dans les trois derniers mois avec au moins trois des critères suivants : association à la défécation, modification de la fréquence des selles, modification de l'aspect des selles, présence de sang dans les selles.","Douleur abdominale récidivante au moins un jour par semaine dans les trois derniers mois avec au moins deux des critères suivants : association à la défécation, modification de la fréquence des selles, modification de l'aspect des selles, présence de sang dans les selles.","Douleur abdominale récidivante au moins un jour par semaine dans les trois derniers mois avec au moins deux des critères suivants : association à la défécation, modification de la fréquence des selles, modification de l'aspect des selles, présence de fièvre.",a
2069,OIC-284-03-B,Quelle est la prévalence estimée du syndrome de l'intestin irritable dans la population générale?,1%,2%,3%,4%,d
2070,OIC-284-03-B-,Quel est le principal motif de consultation en gastroentérologie?,Maladie de Crohn,Colite ulcéreuse,Syndrome de l'intestin irritable,Cancer colorectal,c
2071,OIC-284-04-A,Quel est le principal symptôme de la colopathie fonctionnelle?,Dyspnée,Douleur abdominale chronique,Fièvre,Toux,b
2072,OIC-284-05-A,Quels sont les signes cliniques d'alarme qui doivent indiquer la réalisation d'une coloscopie pour éliminer une organicité?,Survenue des symptômes avant l'âge de 50 ans,Sang dans les selles (rectorragies ou méléna),Symptômes diurnes,Absence d'amaigrissement,b
2073,OIC-284-05-A-,Quels sont les facteurs de risque de néoplasie colique qui doivent être recherchés à l'interrogatoire?,Âge < 50 ans,Absence d'ATCD familial de cancer colorectal,ATCD familial de cancer colorectal,Symptômes nocturnes,c
2074,OIC-284-06-B,Quelles sont les indications principales de la coloscopie selon le contenu éducatif?,En cas de symptômes nocturnes uniquement,"En présence de signes cliniques d’alarme, en cas de symptomatologie diarrhéique, en cas d’anomalie à l’examen clinique et en cas d’anomalie biologique",En cas de symptômes après l’âge de 50 ans uniquement,En cas de dyspepsie associée uniquement,b
2075,OIC-284-06-B-,Quelle préparation est nécessaire avant la réalisation d'une coloscopie?,Préparation colique orale uniquement,Préparation colique orale et anesthésie générale,Anesthésie générale uniquement,Préparation colique orale et endoscopie œsogastroduodénale,b
2076,OIC-284-07-B-,Quel examen biologique est recommandé pour éliminer une hyperthyroïdie dans le SII à prédominance diarrhéique?,NFS,CRP,TSH,Ac anti-transglutaminase,c
2077,OIC-284-08-A,Quel est le premier pas dans la prise en charge d'une colopathie fonctionnelle selon le texte?,Prescrire un traitement médicamenteux,Réaliser une coloscopie,Poser un diagnostic précis,Expliquer les mécanismes physiopathologiques,c
2078,OIC-284-08-A-,Quel est l'objectif principal de la prise en charge thérapeutique d'une colopathie fonctionnelle?,Guérir la maladie,Réduire les symptômes pour améliorer la qualité de vie,Réaliser une coloscopie,Prescrire un régime pauvre en FODMAPs,b
2079,OIC-288-01-A,Quelle est la définition des hémorroïdes selon le contenu éducatif?,Des tumeurs malignes du canal anal,Des lésions cutanées inflammatoires,Des structures vasculaires anatomiques normales de l’anus,Des infections bactériennes du système digestif,c
2080,OIC-288-01-A-,Où sont situées les hémorroïdes selon le contenu éducatif?,Dans la partie basse du canal anal,Dans la région abdominale,À la partie haute du canal anal (plexus hémorroïdaire interne) ou péri anal (plexus hémorroïdaire externe),Dans le rectum,c
2081,OIC-288-02-B,Quelle est l'estimation de la prévalence des symptômes hémorroïdaires chez les adultes français au cours de l'année précédente?,Un quart de la population,Un tiers de la population,La moitié de la population,Deux tiers de la population,b
2082,OIC-288-02-B-,Quelle est la proportion de personnes ayant consulté pour des symptômes hémorroïdaires parmi celles ayant eu ces symptômes?,Un quart,Un tiers,La moitié,Deux tiers,b
2083,OIC-288-03-B,Quelle est la principale théorie expliquant la maladie hémorroïdaire?,Théorie mécanique,Théorie vasculaire,Théorie infectieuse,Théorie génétique,b
2084,OIC-288-04-A,Quel est le plexus hémorroïdaire visible lors d’un examen endocanalaire avec un anuscope?,Plexus interne,Plexus externe,Plexus interne et externe,Aucun des deux,a
2085,OIC-288-04-A-,Quel est le revêtement épithélial au niveau du plexus hémorroïdaire externe?,Type intestinal,Type malpighien,Type squameux,Type glandulaire,b
2086,OIC-288-05-A,Quelle est la caractéristique principale d'une thrombose hémorroïdaire externe?,Une tuméfaction rouge et sensible,Une tuméfaction bleutée et sensible,Une tuméfaction blanche et insensible,Une tuméfaction jaune et douloureuse,b
2087,OIC-288-06-A,Quelles sont les deux formes de manifestations cliniques des hémorroïdes internes?,Saignements et douleurs,Crise hémorroïdaire et manifestations chroniques,Procidence et prurit anal,Tuméfaction et brûlures anales,b
2088,OIC-288-07-B,Quelle est la principale difficulté diagnostique liée aux hémorroïdes internes?,Les symptômes sont toujours spécifiques aux hémorroïdes,Les hémorroïdes internes ne peuvent jamais être confondues avec d'autres pathologies,Les patients et les praticiens attribuent souvent les plaintes proctologiques aux hémorroïdes,Les hémorroïdes internes ne provoquent jamais de douleur,c
2089,OIC-288-07-B-,Quel est le diagnostic différentiel principal des hémorroïdes internes?,Fissure anale,Thrombose hémorroïdaire externe,Cancer du rectum,Suppuration anale,c
2090,OIC-288-08-B,Quel est le principal diagnostic différentiel de la thrombose hémorroïdaire externe?,Hémorroïde interne,Fissure anale,Prolapsus rectal,Absence de symptômes,b
2091,OIC-288-08-B-,Quelle est la principale caractéristique clinique de la thrombose hémorroïdaire externe?,Douleur intermittente,Douleur intense à la défécation,Saignement abondant,Présence de selles dures,b
2092,OIC-288-09-B,Quelle est la manifestation la plus fréquente des hémorroïdes internes?,Saignement rectal,Douleur intense,Prurit anal,Incontinence fécale,a
2093,OIC-288-09-B-,Quelle est la cause la plus fréquente d'anémie ferriprive chez les patients atteints d'hémorroïdes?,Saignement chronique,Dysfonction intestinale,Malabsorption,Anémie de carence en vitamine B12,a
2094,OIC-288-11-A,Quelle est la principale caractéristique d'une thrombose hémorroïdaire externe?,Douleur intense au repos,Présence d'un caillot visible à la surface de la peau,Saignement abondant,Inflammation diffuse,b
2095,OIC-288-12-B,Quels sont les principaux facteurs favorisant la pathologie hémorroïdaire?,Constipation chronique,Activité physique excessive,Alimentation riche en fibres,Hygiène anale régulière,a
2096,OIC-288-12-B-,Quelle est la principale cause de la prolapsus hémorroïdaire?,Constipation aiguë,Strain lors des selles,Alimentation déséquilibrée,Hygiène anale irrégulière,b
2097,OIC-288-14-A,Quelle est la première règle du préambule thérapeutique pour les hémorroïdes?,Le traitement des hémorroïdes doit être réservé aux formes symptomatiques.,"Le traitement des hémorroïdes est, dans la majorité des cas, un traitement de fond.",Les traitements médicamenteux sont habituellement réservés aux symptômes chroniques.,Les procédés instrumentaux et chirurgicaux sont réservés à une prise en charge non spécialisée.,a
2098,OIC-288-14-A-,Quelle est la troisième règle du préambule thérapeutique pour les hémorroïdes?,Les traitements médicamenteux sont habituellement réservés aux symptômes aigus et proposés en cure courte.,Les traitements médicamenteux sont habituellement réservés aux symptômes chroniques et proposés en cure longue.,Les procédés instrumentaux et chirurgicaux sont habituellement réservés aux symptômes aigus et proposés en cure courte.,Les procédés instrumentaux et chirurgicaux sont habituellement réservés aux symptômes chroniques et proposés en cure longue.,a
2099,OIC-288-15-A,Quel est le traitement initial recommandé pour une thrombose hémorroïdaire externe?,Chirurgie immédiate,Traitement médicamenteux par anti-inflammatoires,Application de glace,Injection de corticoïdes,c
2100,OIC-288-16-B-,Quel est le traitement chirurgical le plus couramment utilisé pour les hémorroïdes de grade IV?,Hémorroïdectomie,Hémorroïdopexie,Ligature élastique,Injection sclérosante,a
2101,OIC-288-17-B,Quelle est la principale caractéristique de l'évolution spontanée d'une thrombose hémorroïdaire externe?,Elle se complique systématiquement d'une infection.,Elle entraîne une ulcération permanente.,"Elle se résorbe lentement, parfois laissant une cicatrice en relief.",Elle provoque des récidives fréquentes sur le même site.,c
2102,OIC-288-17-B-,Quelle complication est exceptionnelle dans l'évolution d'une thrombose hémorroïdaire externe?,Saignement chronique lié à la mobilisation partielle du caillot.,Réaction inflammatoire induisant une ulcération.,Complications suppuratives secondaires.,Récidives sur le même site.,c
2103,OIC-299-01-A,Quelle est la principale différence entre une tumeur primitive et une tumeur secondaire?,"Une tumeur primitive est issue d’un tissu intracrânien, tandis qu’une tumeur secondaire est issue de la dissémination intracrânienne d’une tumeur prenant son origine dans un autre organe/système.","Une tumeur primitive est toujours bénigne, tandis qu’une tumeur secondaire est toujours maligne.",Une tumeur primitive est plus fréquente que les tumeurs secondaires.,"Une tumeur primitive est toujours intra parenchymateuse, tandis qu’une tumeur secondaire est toujours extra parenchymateuse.",a
2104,OIC-299-01-A-,Quelle est la topographie la plus fréquente des tumeurs intracrâniennes chez l’adulte?,Infra tentorielle,Supra tentorielle,Méninges,Nerfs crâniens,b
2105,OIC-299-02-A,Quelle est la définition d'une tumeur primitive de l'encéphale?,Tumeur développée à partir des méninges et nerfs crâniens,Tumeur développée à l'intérieur de l'encéphale lui-même,Tumeur développée à partir du système nerveux périphérique,Tumeur développée à partir du système nerveux autonome,b
2106,OIC-299-02-A-,Quelle est la définition d'une tumeur primitive des annexes?,Tumeur développée à l'intérieur de l'encéphale lui-même,Tumeur développée à partir des méninges et nerfs crâniens,Tumeur développée à partir du système nerveux périphérique,Tumeur développée à partir du système nerveux autonome,b
2107,OIC-299-03-B,Quel est le type de tumeur qui se développe à partir des cellules arachnoïdiennes et est souvent bénin?,Méningiome,Adénome hypophysaire,Gliome de bas grade,Gliome de haut grade,a
2108,OIC-299-03-B-,Quel est le traitement principal pour un prolactinome?,Chirurgie,Radiothérapie,Agonistes dopaminergiques,Chimiothérapie,c
2109,OIC-299-04-B,Quel type de tumeur est le plus fréquent chez l'adulte et se développe à partir des cellules de Schwann des nerfs crâniens/périphériques?,Neurinome ou schwannome,Épendymome,Médulloblastome,Hémangioblastome,a
2110,OIC-299-04-B-,"Quel type de tumeur est un lymphome de type B, diffus, à grandes cellules, et se développe principalement chez les personnes immunodéprimées?",Neurinome ou schwannome,Épendymome,Lymphome cérébral primitif,Hémangioblastome,c
2111,OIC-299-05-A,Quels sont les symptômes principaux d'un syndrome d'hypertension intracrânienne (HTIC)?,"Céphalées, nausées, vomissements, parésie du nerf abducens (VI), baisse d'acuité visuelle","Céphalées, nausées, vomissements, parésie du nerf abducens (VI), ralentissement psychique","Céphalées, nausées, vomissements, parésie du nerf abducens (VI), engagement cérébral","Céphalées, nausées, vomissements, parésie du nerf abducens (VI), troubles endocriniens",a
2112,OIC-299-06-B-,Quelle est l'importance de l'IRM cérébrale dans le diagnostic et le bilan préopératoire d'une tumeur intracrânienne?,Elle est moins performante que le scanner pour le diagnostic,Elle permet uniquement de visualiser les structures osseuses,Elle est plus performante que le scanner pour le diagnostic et le bilan préopératoire,Elle ne fournit aucune information supplémentaire,c
2113,OIC-299-08-A,Quelles sont les principales urgences révélant ou compliquant l'évolution d'une tumeur cérébrale?,HTIC et épilepsie,HTIC et hydrocéphalie,HTIC et coma,HTIC et saignement intra-tumoral,a
2114,OIC-299-08-A-,Quelles sont les complications ophtalmologiques de l'HTIC?,Atteinte du II et VI,Atteinte du III et IV,Atteinte du V et VII,Atteinte du VIII et IX,a
2115,OIC-299-09-B,Quel est le traitement principal pour un œdème vasogénique péri-tumoral?,Chirurgie de résection,Corticothérapie,Ventriculocisternostomie endoscopique,Dérivation interne de LCS,b
2116,OIC-299-09-B-,Quel type de traitement est recommandé pour l'épilepsie chez un patient porteur d'une tumeur intra-cérébrale sans crise préalable?,Traitement préventif systématique,Médicaments inducteurs enzymatiques,Molécules de nouvelle génération efficaces contre les crises focales,Anticonvulsivants de première génération,c
2117,OIC-302-01-A,Quelles sont les principales familles de tumeurs cutanées malignes?,"Basocellulaire, épidermoïde, mélanome, tumeurs induites par HPV","Basocellulaire, épidermoïde, mélanome, tumeurs bénignes","Basocellulaire, épidermoïde, mélanome, tumeurs vasculaires","Basocellulaire, épidermoïde, mélanome, tumeurs nerveuses",a
2118,OIC-302-01-A-,Quel type de tumeur est développé aux dépens des mélanocytes?,Carcinome basocellulaire,Carcinome épidermoïde,Mélanome,Tumeur bénigne,c
2119,OIC-302-02-A,Quelles sont les deux variétés anatomocliniques des verrues plantaires?,Verrues plantaires et verrues vulgaires,Verrues plantaires et verrues planes,Verrues plantaires et verrues en mosaïque,Verrues plantaires et verrues génitales,c
2120,OIC-302-02-A-,Quel est le traitement recommandé pour les verrues plantaires?,Chirurgie laser,Cryothérapie par azote liquide,Radiation par rayons X,Thérapie par ultrasons,b
2121,OIC-302-03-B,Quel est le type de cancer cutané le plus fréquent en France?,Carcinome basocellulaire,Carcinome épidermoïde,Mélanome,Lymphome cutané,a
2122,OIC-302-03-B-,Quel facteur de risque est associé à une augmentation du risque de survenue d'un mélanome?,Phototype clair,Nombre faible de naevi,Absence d'antécédent familial de mélanome,Exposition solaire modérée,a
2123,OIC-302-05-A,Quelle est la forme clinique du carcinome basocellulaire (CBC) qui se présente comme une plaque peu épaisse à bordure perlée ou plaque érythématosquameuse bien limitée survenant préférentiellement sur le tronc?,CBC nodulaire,CBC superficiel,CBC sclérodermiforme,CBC plan cicatriciel,b
2124,OIC-302-05-A-,"Quelle est la forme clinique du carcinome épidermoïde (CE) qui se présente comme une lésion généralement unique, fixe, en zone photo-exposée érythémateuse ou rosée +/- pigmentée bien limitée, squamo-croûteuse?",CE invasif,CE in situ (maladie de Bowen),CE nodulaire,CE sclérodermiforme,b
2125,OIC-302-06-B,Quel est le principal facteur de risque d'évolution péjorative des carcinomes épidermoïdes?,La taille de la lésion inférieure à 2 cm,La localisation sur le visage,Un haut niveau de différenciation en histologie,Une épaisseur tumorale inférieure à 3 mm,b
2126,OIC-302-06-B-,Quels sont les facteurs de mauvais pronostic des carcinomes épidermoïdes?,La taille de la lésion inférieure à 2 cm,La localisation sur le visage,Un faible niveau de différenciation en histologie,Une épaisseur tumorale inférieure à 3 mm,c
2127,OIC-302-07-A,Quelle est la principale mesure de prévention pour les carcinomes épidermoïdes et basocellulaires?,Utilisation de crème solaire avec un indice de protection élevé,Prise de suppléments vitaminiques,Exposition régulière au soleil,Traitement des lésions précancéreuses uniquement,a
2128,OIC-302-07-A-,Quel type de lésion précancéreuse est fréquemment traité pour prévenir les carcinomes épidermoïdes et basocellulaires?,Kératoses actiniques,Lésions de peau noire,Lésions de peau blanche,Lésions de peau rouge,a
2129,OIC-302-08-A,Quelles sont les deux principales catégories de nævus?,Nævus acquis et nævus congénital,Nævus pigmentaire et nævus bleu,Nævus mélanocytique et nævus achromique,Nævus tubéreux et nævus bleu,a
2130,OIC-302-08-A-,Quel facteur est corrélé à un plus grand nombre de naevi chez les individus caucasiens?,Phototype I,Phototype II,Phototype III,Phototype IV,b
2131,OIC-302-09-B,Quel est le principal diagnostic différentiel des naevi?,Kératose séborrhéique,Histiocytofibrome,Mélanome,Carcinome basocellulaire,c
2132,OIC-302-10-B,À quel âge apparaissent généralement les naevi communs chez la majorité des individus?,À la naissance,Vers 4-5 ans,À l'adolescence,À l'âge adulte,b
2133,OIC-302-10-B-,Quel est le risque de transformation d'un naevus commun en mélanome?,Très élevé,Élevé,Très faible,Inconnu,c
2134,OIC-302-11-A,Quels sont les critères cliniques qui orientent vers un mélanome selon la règle ABCDE?,"Symétrie, bords réguliers, couleur homogène, diamètre < 6 mm, stabilité","Asymétrie, bords irréguliers, couleur inhomogène, diamètre ≥ 6 mm, évolutivité","Symétrie, bords irréguliers, couleur homogène, diamètre < 6 mm, stabilité","Asymétrie, bords réguliers, couleur inhomogène, diamètre ≥ 6 mm, évolutivité",b
2135,OIC-302-11-A-,Quel est le critère pronostique le plus pertinent dans le diagnostic histologique du mélanome?,L'indice de Breslow,L'ulcération,L'index mitotique,La taille de la lésion,a
2136,OIC-302-12-B,Quel est le type histologique de mélanome qui représente 60 à 70% des cas?,Mélanome nodulaire,Mélanome acral lentigineux,Mélanome à extension superficielle,Mélanome de Dubreuilh,c
2137,OIC-302-12-B-,Quel est le facteur de mauvais pronostic le plus important au stade IV du mélanome?,Nombre de ganglions envahis,Taille des ganglions envahis,Taux de LDH élevé,Rupture capsulaire,c
2138,OIC-302-13-A,Quelle est la principale mesure de prévention primaire du mélanome?,Augmenter l'exposition aux UV,Utiliser des crèmes solaires à indice de protection élevé,Limitation des expositions durant les heures de fort ensoleillement,Privilégier les expositions en milieu naturel,c
2139,OIC-302-13-A-,Quel est l'objectif principal de la prévention secondaire du mélanome?,Diminuer l'exposition aux UV,Améliorer le pronostic par un dépistage précoce,Éduquer la population sur les risques du mélanome,Réduire le nombre de cas de mélanome,b
2140,OIC-302-14-B,Quelle est la caractéristique principale des kératoses actiniques sur cette photographie?,Lésions de couleur rouge vif,Lésions de couleur brunâtre,Lésions de couleur blanche,Lésions de couleur jaune,b
2141,OIC-302-14-B-,Quelle est la cause principale des kératoses actiniques?,Exposition excessive aux rayons X,Exposition excessive au soleil,Exposition excessive aux ultraviolets artificiels,Exposition excessive aux rayons gamma,b
2142,OIC-302-15-B,Quelle est la caractéristique principale du carcinome basocellulaire typique?,Nodule translucide recouvert de télangiectasies,Plaque érythématosquameuse bien limitée à bordure perlée,Lésion rouge violacée avec des papules et des nodules,Lésion blanche avec des papules et des nodules,a
2143,OIC-302-15-B-,Quelle est la description typique d'un carcinome basocellulaire superficiel?,Nodule translucide recouvert de télangiectasies,Plaque érythématosquameuse bien limitée à bordure perlée,Lésion rouge violacée avec des papules et des nodules,Lésion blanche avec des papules et des nodules,b
2144,OIC-302-16-B,Quelle est la caractéristique principale d'un carcinome épidermoïde?,Tumeur régulière et lisse,Tumeur irrégulière ulcéro-végétante,Tumeur avec une surface lisse et brillante,Tumeur avec une surface lisse et brillante,b
2145,OIC-302-16-B-,Quelle est la description correcte d'une tumeur de carcinome épidermoïde?,Tumeur avec une surface lisse et brillante,Tumeur avec une surface lisse et brillante,"Tumeur irrégulière ulcéro-végétante, recouverte de croûtes, à bords inflammatoires et base indurée",Tumeur avec une surface lisse et brillante,c
2146,OIC-302-17-A,Quelle est la caractéristique principale d'un mélanome typique selon la règle ABCDE?,Asymétrie,Bords réguliers,Couleur homogène,Diamètre inférieur à 6mm,a
2147,OIC-302-17-A-,Quelle est la signification de la lettre 'D' dans la règle ABCDE pour le diagnostic du mélanome?,Dysplasie,Diamètre,Dépigmentation,Dyschromie,b
2148,OIC-310-01-B,Quelle est la pathologie tumorale la plus fréquente chez l'homme de plus de 50 ans et qui est généralement asymptomatique au moment du diagnostic?,Hyperplasie prostatique bénigne,Cancer de la prostate,Lymphome,Sarcome,b
2149,OIC-310-01-B-,Quel est le score histo-pronostique ISUP qui caractérise le degré de différenciation de la tumeur?,Score de Gleason,Score de PSA,Score de T,Score de N,a
2150,OIC-310-02-B,Quel est le cancer le plus fréquent chez l'homme de plus de 50 ans?,Cancer du poumon,Cancer de la prostate,Cancer colo-rectal,Cancer du sein,b
2151,OIC-310-02-B-,À quel âge médian est diagnostiqué le cancer de la prostate?,50 ans,60 ans,68 ans,70 ans,c
2152,OIC-310-03-A,Quels sont les facteurs de risque reconnus pour le cancer de la prostate?,L'âge uniquement,Les facteurs génétiques uniquement,L'âge et les facteurs génétiques,"L'âge, les facteurs génétiques et l'origine ethnique",d
2153,OIC-310-03-A-,Quel est le facteur environnemental suspecté d'augmenter le risque de cancer de la prostate?,L'exposition aux pesticides,L'exposition aux radiations,L'exposition aux virus,L'exposition aux médicaments,a
2154,OIC-310-04-B-,Quel est le principal site de métastase non ganglionnaire du cancer de la prostate?,Poumon,Foie,Os,Ganglions régionaux,c
2155,OIC-310-05-A,Quels sont les symptômes typiques d'un cancer de prostate localisé?,Troubles mictionnels,Altération de l'état général,Typiquement asymptomatique,Hémospermie,c
2156,OIC-310-05-A-,Quels sont les symptômes d'un cancer de prostate localement avancé?,Typiquement asymptomatique,Altération de l'état général,Troubles mictionnels en rapport avec l'obstruction urétrale par le cancer,Hémospermie,c
2157,OIC-310-06-A,Quelle est la valeur seuil du PSA qui doit alerter pour une suspicion de cancer de la prostate?,2 ng/ml,3 ng/ml,4 ng/ml,5 ng/ml,c
2158,OIC-310-06-A-,Quel examen est systématiquement réalisé avant une biopsie prostatique si le PSA ou le toucher rectal sont anormaux?,Échographie transrectale,Scanner pelvien,IRM prostatique multiparamétrique,Biopsie prostatique écho-guidée,c
2159,OIC-310-07-B,Quelle est la classification pronostique utilisée pour les cancers de prostate localisés ou localement avancés mais non métastatiques?,Classification de Gleason,Classification de D'Amico,Classification de TNM,Classification de PSA,b
2160,OIC-310-07-B-,Quel traitement est recommandé pour les patients fragiles avec des comorbidités lourdes et une espérance de vie limitée?,Prostatectomie totale,Radiothérapie externe,Curiethérapie interstitielle,Abstention-surveillance,d
2161,OIC-312-01-B,Quelle est la prévalence du cancer du sein en France?,1 femme sur 10,1 femme sur 8,1 femme sur 5,1 femme sur 15,b
2162,OIC-312-01-B-,Quel est l'âge médian au diagnostic du cancer du sein en France?,50 ans,61 ans,70 ans,80 ans,b
2163,OIC-312-02-B,Quels sont les facteurs de risque intrinsèques du cancer du sein?,Âge,Antécédents familiaux de cancer du sein,Consommation d'alcool,Sédentarité,a
2164,OIC-312-03-B,Quelles sont les deux principales causes de cancers du sein et de l'ovaire familiaux?,Mutation BRCA1 et mutation BRCA2,Mutation TP53 et mutation PALB2,Mutation BRCA1 et mutation TP53,Mutation BRCA2 et mutation PALB2,a
2165,OIC-312-04-A,Quelle est la première étape de l'évolution du cancer du sein?,Franchissement de la membrane basale,Diffusion par voie lymphatique,Diffusion par voie hématogène,Évolution intra-épithéliale sans franchissement de la membrane basale,d
2166,OIC-312-04-A-,Quels sont les principaux sites de drainage lymphatique du sein?,"Nœuds lymphatiques du creux axillaire, nœuds sus et sous-claviculaires, nœuds de la chaîne mammaire interne","Nœuds lymphatiques du creux axillaire, nœuds sus et sous-claviculaires, nœuds de la chaîne mammaire externe","Nœuds lymphatiques du creux axillaire, nœuds sus et sous-claviculaires, nœuds de la chaîne mammaire interne et externe","Nœuds lymphatiques du creux axillaire, nœuds sus et sous-claviculaires, nœuds de la chaîne mammaire interne et externe, nœuds de la chaîne mammaire interne",a
2167,OIC-312-05-A,À quel âge est recommandé un examen clinique mammaire par un professionnel de santé pour toutes les femmes?,À 20 ans,À 25 ans,À 30 ans,À 35 ans,b
2168,OIC-312-05-A-,Quel type de dépistage est recommandé pour les femmes de 50 à 74 ans sans facteurs de risque?,Mammographie tous les ans,Mammographie tous les 2 ans,Mammographie tous les 3 ans,Mammographie tous les 4 ans,b
2169,OIC-312-07-B,Quelle anomalie cutanée est observée sur le sein gauche dans la première photographie?,Asymétrie mammaire,Ecoulements sanglants/lactescents,Rétraction mammaire,Peau d’orange,d
2170,OIC-312-08-A,Quelle est l'indication principale de la mammographie selon le contenu éducatif?,Dépistage systématique chez toutes les femmes,Diagnostic de tumeurs du sein chez les femmes très jeunes (âge < 30 ans),"Réalisation en 1<sup>ère</sup> intention, sauf chez les femmes très jeunes (âge < 30 ans)",Réalisation uniquement en cas de symptôme,c
2171,OIC-312-09-B,Quelles sont les indications de la biopsie mammaire selon la classification Bi-Rads?,Toutes les lésions classées Bi-Rads 3,"Les lésions classées Bi-Rads 4 et 5, ainsi que les lésions classées Bi-Rads 3 chez les patientes mutées BRCA",Les lésions classées Bi-Rads 2 et 3,Les lésions classées Bi-Rads 5 uniquement,b
2172,OIC-312-09-B-,Quelles sont les modalités de réalisation des biopsies mammaires?,Microbiopsies sous échographie et macrobiopsies sous stéréotaxie,Microbiopsies sous stéréotaxie et macrobiopsies sous échographie,Microbiopsies sous IRM et macrobiopsies sous échographie,Microbiopsies sous échographie et macrobiopsies sous IRM,a
2173,OIC-312-10-B,Quel est le type de tumeur bénigne le plus fréquent chez les femmes jeunes?,Adénofibrome,Mastopathie fibrokystique,Carcinome infiltrant non spécifique,Carcinome lobulaire infiltrant,a
2174,OIC-312-11-B,Quels sont les principaux facteurs prédictifs de métastases asymptomatiques dans un cancer du sein?,La taille de la tumeur et l'envahissement lymphonodal,L'âge de la patiente et son statut hormonal,La présence de lésions additionnelles et d'adénopathies axillaires,La taille de la tumeur et la présence de lésions additionnelles,a
2175,OIC-312-11-B-,Quel examen est recommandé en cas de discordance du triplet clinique/mammographie/échographie ou de difficulté d'évaluation de la taille tumorale ou du nombre de lésions si un traitement conservateur est envisagé?,Mammographie,Échographie,IRM,TDM thoraco-abdomino-pelvienne,c
