mcq,cop,llm_cop
"-----
Question:
Investigation of choice for a pregnant lady with upper abdominal mass
Options:
a) Barium meal
b) MRI
c) CT scan
d) DSA
-----
",1,2
"-----
Question:
A patient presents with a solitary pulmonary nodule (SPN) on X-ray. The best investigation to come to diagnosis would be –
Options:
a) MRI
b) CT Scan
c) USG
d) Image guided biopsy
-----
",3,2
"-----
Question:
A 20 year old male came to the emergency depament with the complaint of acute onset of pain in the right scrotum. On examination, the testes were swollen. The transillumination test was negative. Ultrasound of scrotum was performed. what could be the probable diagnosis?
Options:
a) Torsion testes
b) Fournier's gangrene
c) Acute epididymorchitis
d) Hydrocele
-----
",2,3
"-----
Question:
A 70 years old female is on treatment with Alendronate for 7 years for osteoporosis. Now she complains of pain in right thigh. What is the next investigation to be performed?
Options:
a) DEXA scan
b) X-ray
c) Serum vitamin D levels
d) Serum alkaline phosphate levels
-----
",1,2
"-----
Question:
Flowing wax appearance on anterior borders of veebrae is seen in-
Options:
a) Ankylosing spondylitis
b) DISH
c) Psoriatic ahropathy
d) Rheumatoid ahritis
-----
",1,1
"-----
Question:
A  19 year old boy underwent a trauma, he visits the clinic with swollen lip and fractured maxillary central incisors. The encircled area in radiograph shows:
Options:
a) Fragment of the fractured tooth
b) Calculus in the salivary duct
c) Irritational calcinosis of the lips
d) None of the above
-----
",0,1
"-----
Question:
Characteristics of BENIGN tumour of lung in X-ray is
Options:
a) Size > 5 cms diameter
b) Cavitation
c) Peripheral location
d) Concentric dense calcification
-----
",3,3
"-----
Question:
Saw tooth appearance is seen in:
Options:
a) Diverticulosis
b) Cholecystitis
c) Appendicitis
d) Hiatus hernia
-----
",0,1
"-----
Question:
Submentovertex is useful in viewing
Options:
a) Body of mandible
b) Fractures of zygomatic arch
c) Fractures of base of skull
d) All of the above
-----
",3,4
"-----
Question:
Earliest sign of fetal life is best detected by
Options:
a) X-Ray
b) Feto scopy
c) Real time USG
d) Doppler
-----
",3,3
"-----
Question:
To localize a supernumerary or an impacted tooth and
determine its exact relationship to the other teeth, which of the following radiographs would be most effective?
Options:
a) A periapical and an occlusal view
b) An occlusal view using a high angle
c) A panoramic radiograph
d) Two or more periapical views at different angles and an occlusal view
-----
",3,4
"-----
Question:
Compared to round PID, use of rectangular PID reduces the patient's skin surface exposed by:
Options:
a) 15%
b) 30%
c) 45%
d) 60%
-----
",3,2
"-----
Question:
Radiological findings of  Congestive Cardiac failure except:
Options:
a) Prominent Lower lobe vessels
b) Kerley B Lines
c) Cardiomegaly
d) Perihilar haze
-----
",0,2
"-----
Question:
Best method to diagnose hydrocephalus in 6 month old FETUS is:
Options:
a) X-ray
b) Ultrasound
c) CT scan
d) MRI
-----
",1,2
"-----
Question:
An 18 year old male patient presented to the clinic with pain and swelling in the lower jaw. Intraoral examination
revealed localized gingival bleeding in the right posterior region. On palpation, pulsations can be appreciated. Lesions are also appreciated on the frontal bone on a radiograph. Which condition is present in this patient?
Options:
a) Vascular malformation
b) Cherubism
c) Eosinophilic granuloma
d) Brown tumor
-----
",0,1
"-----
Question:
Contrast material used in the diagnosis of esophageal atresia is
Options:
a) Gastrograffin
b) Conray 420
c) Dianosil
d) Myodii
-----
",2,1
"-----
Question:
Pulmonary Plethora is seen in -
Options:
a) TOF
b) TAPVC
c) CoA
d) Tricuspid Atresia
-----
",1,2
"-----
Question:
Phosphorus32 emits
Options:
a) Beta particles
b) Alpha particles
c) Neutrons
d) X–rays
-----
",0,1
"-----
Question:
To detect gastrointestinal protein loss, all are used except
Options:
a) Indium - III transferrin
b) α - 1 antitrypsin
c) 99m TC destran
d) 99m TC glycoheptone
-----
",3,4
"-----
Question:
Claw Sign"" is seen in:
Options:
a) Intussusception
b) Volvulus
c) Pyloric stenosis
d) Peptic ulcer
-----
",0,3
"-----
Question:
Most impoant investigation for posterior urethral valve: March 2011
Options:
a) Urethroscopy
b) IVP
c) Retrograde cystogram
d) Micturating cystogram (MCU)
-----
",3,4
"-----
Question:
Thyroid dose from panoramic radiography is about
Options:
a) 22 μGY
b) 34 μGY
c) 51 μGY
d) 74μGY
-----
",3,2
"-----
Question:
Hyperinflation of lung in CXR is seen in -
Options:
a) CCF
b) Congenital lobar emphysema
c) Diaphragmatic hernia
d) Foreign body
-----
",1,2
"-----
Question:
The following Pelvic Radiograph is seen in?
Options:
a) Achondroplasia
b) Osteoahritis
c) Nail Patella Syndrome
d) Rheumatoid Ahritis
-----
",2,1
"-----
Question:
You are shown the screening mammogram right CC and MLO of a 55-year-old woman. Which one of the following is the MOST likely diagnosis?
Options:
a) Fibroadenoma
b) Hamaoma
c) Hematoma
d) Galactocele
-----
",1,2
"-----
Question:
A young man presented with hyper parathyroidism. Which of the following radionuclide scan is done for parathyroid adenoma?
Options:
a) Sesta MIBI scan
b) Iodine-123 scan
c) 99mTc-sulphur colloid
d) Gallium scan
-----
",0,1
"-----
Question:
The patient who had dental extraction before radiotherapy needs:
Options:
a) No time for healing
b) Adequate time for healing
c) Radiotherapy is not advised
d) Wait for one day to sta radiotherapy
-----
",1,2
"-----
Question:
Newborn chest X-ray with respiratory distress shows multiple air containing lesions in left hemithorax and mediastinal shift is suggestive of:
Options:
a) Neonatal emphysema
b) Diaphragmatic hania
c) Pneumatoceles
d) Congenital lung cysts
-----
",1,3
"-----
Question:
Management of Osteoradionecrosis would be:
Options:
a) Hyperbaric oxygen
b) Removal of sequestrum
c) Fluoride application
d) All of the above
-----
",3,4
"-----
Question:
SI unit of radiation absorption:
Options:
a) Sievert
b) Gray
c) Becquerel
d) Rads
-----
",1,2
"-----
Question:
Bisecting angle technique is based on:
Options:
a) Geometric theorem
b) Imaging principle
c) Both of the above
d) None
-----
",0,3
"-----
Question:
On X-ray, right border of the mediastinum is formed by all the following except:
Options:
a) Superior vena cava
b) Right atrium
c) Right ventricle
d) Right brachiocephalic vein
-----
",2,3
"-----
Question:
True about PET scan is:
Options:
a) Single photon peak at 511 kev
b) Dual photon peak at 511 kev
c) X-rays are used
d) Lead collimators are used
-----
",1,2
"-----
Question:
Radiological findings in meningioma are all except:
Options:
a) Calcification
b) Vascular markings
c) Vascular markings
d) None of the above
-----
",3,4
"-----
Question:
Intercavitatory radiotherapy is treatment modality for
Options:
a) Ca Cervix
b) Ca Oesophagus
c) Ca Stomach
d) Renal cell CA
-----
",0,1
"-----
Question:
Cause of posterior mediastinal opacity on PA and lateral view of chest x- ray
Options:
a) Bochdalek's hernia
b) Lymph node mass
c) Tortuous innominate artery
d) Aneurysms
-----
",0,3
"-----
Question:
Normal metacarpal index is:
Options:
a) Less than 5.4
b) 5.4 to 7.9
c) 8.4 to 10.4
d) More than 10.4
-----
",1,2
"-----
Question:
High resolution computed tomography of the chest is the ideal modality for evaluating
Options:
a) Pleural effusion
b) Interstitial lung disease
c) Lung mass
d) Mediastinal adenopathy
-----
",1,3
"-----
Question:
Radiation exposure is the least in the following procedure –
Options:
a) Micturating cystourethrogram
b) IVP
c) Bilateral nephrostomogram
d) Spiral CT for stones
-----
",0,1
"-----
Question:
SI unit of Radioactivity is
Options:
a) Curie
b) Becquerel
c) Roentgen
d) Sievert
-----
",1,2
"-----
Question:
Looser's zone occurs in
Options:
a) Pubic rami
b) Femoral neck
c) Ribs
d) All the above
-----
",3,4
"-----
Question:
In scurvy, all the following radiological signs are seen except -
Options:
a) Pelican spur
b) Soap bubble appearance
c) Zone of demarcation near epiphysis
d) Frenkel's line
-----
",1,2
"-----
Question:
The test of choice to detect perivalvular abscesses?
Options:
a) MRI
b) CT scan
c) 2D-echo
d) TEE with color Doppler
-----
",3,4
"-----
Question:
Inveed Moustache Sign is seen in
Options:
a) TAPVC
b) PAPVC
c) Constrictive pericarditis
d) CHF
-----
",3,2
"-----
Question:
Mushroom cap sign in MRI is seen in:-
Options:
a) IIeocaecal TB
b) Pulmonary endometriosis
c) Ovarian endometriosis
d) Rectal endometriosis
-----
",3,1
"-----
Question:
Which of these factors has no effect on response of cells to irradiation?
Options:
a) Linear energy transfer
b) Oxygen
c) Image receptor used
d) Dose rate
-----
",2,3
"-----
Question:
On MRI the differential diagnosis of spinal cord edema is
Options:
a) Myelodysplasia
b) Myelomalacia
c) Myeloschisis
d) Cord tumors
-----
",1,2
"-----
Question:
Mesencephalo-oculo facial angiomatosis is seen in-
Options:
a) KTW syndrome
b) NF1 and NF2
c) Sturge weber syndrome
d) Wyburn Mason syndrome
-----
",3,3
"-----
Question:
Radiation induced necrosis can be diagnosed by:
Options:
a) PET
b) CT
c) MRI
d) Biopsy
-----
",3,4
"-----
Question:
Radiological signs of coarctation of aoa are all EXCEPT:
Options:
a) Rib notching
b) 'E' sign
c) Normal shaped hea
d) 'Egg on side' appearance
-----
",3,3
"-----
Question:
Salt and Pepper pot appearance of skull seen in:
Options:
a) Hyperparathyroidism
b) Multiple myeloma
c) Hypehyroidism
d) Pseudo hyperparathyroidism
-----
",0,4
"-----
Question:
Rat Bite Erosions are seen in?
Options:
a) Psoriasis
b) Gouty Ahritis
c) Osteoahritis
d) Ankylosing Spondylitis
-----
",1,2
"-----
Question:
Radiolucencies of the jaw may be seen in:
Options:
a) Multiple myeloma
b) Giant cell tumours
c) Hyperparathyroidism
d) All of the above
-----
",3,4
"-----
Question:
Which of the following causes BOTH superior and inferior rib-notching in a chest radiograph?
Options:
a) NF-1
b) Blalock Taussig shunt
c) SVC occlusion
d) Coarctation of aoa
-----
",0,4
"-----
Question:
All are features of a normal venous doppler except?
Options:
a) Triphasic pattern
b) Flow Ceases with Valsalva
c) Flow Augmentation with Distal Compression
d) Compressibility
-----
",0,2
"-----
Question:
Double track sign is seen in -
Options:
a) Duodenal atresia
b) CHPS
c) Gastric ulcer
d) Achalasia
-----
",1,1
"-----
Question:
Cobble stoning of intestine with string sign of lean tor is seen in:
Options:
a) Crohn's disease
b) Ulcerative colitis
c) Ischemic colitis
d) Amoebic colitis
-----
",0,1
"-----
Question:
A 30-year-old patient presents with severe upper abdominal pain with increased serum lipase. The CECT is repeated after 2 months and is shown. The next line of management.
Options:
a) Conservative
b) Internal drainage
c) External drainage
d) ERCP
-----
",1,2
"-----
Question:
Gamma camera in Nuclear Medicine is used for –
Options:
a) Organ imaging
b) Measuring the radioactivity
c) Monitoring the surface contamination
d) RIA
-----
",1,1
"-----
Question:
Intracranial calcification with cystic lesion in plain X? Ray skull is seen in
Options:
a) Meningioma
b) Glioma
c) Craniopharyngioma
d) Meduloblastoma
-----
",2,3
"-----
Question:
The substance used of OCG is:
Options:
a) lapanoic acid
b) Sodium diatrozite
c) Melglumine iodothalamate
d) Biligraffin
-----
",0,3
"-----
Question:
Radiological feature of Pneumothorax on USG
Options:
a) Lung sliding sign
b) Sea shore sign
c) B Lines
d) Stratosphere sign
-----
",3,1
"-----
Question:
X-rays findings of Fibrous Dysplasia is:
Options:
a) Ground glass density
b) Calcifications
c) Coical thickening
d) Bony expansion
-----
",0,1
"-----
Question:
'Onion peel' appearance on radiograph is seen in:
Options:
a) Giant cell tumor
b) Ewing's sarcoma
c) Osteogenic sarcoma
d) Multiple myeloma
-----
",1,1
"-----
Question:
On X-ray which of the following can be find most accurately
Options:
a) Acute pulpits
b) Periapical granuloma
c) Mental foramen
d) Cementoma
-----
",2,3
"-----
Question:
Neuroendocrine tumors (NET) can be best detected by:
Options:
a) PET scan
b) HRCT scan
c) MRI
d) Radionuclide scan
-----
",3,4
"-----
Question:
Which of the following radio of Iodine is used for thyroid scan: September 2008
Options:
a) 1-123
b) 1-125
c) 1-127
d) 1-131
-----
",0,4
"-----
Question:
Tufting of distal phalanx is characteristically seen in
Options:
a) Gout
b) Psoriatic ahropathy
c) Hypoparathyroidism
d) Hyperparathyroidism
-----
",1,2
"-----
Question:
As absolute contraindication of MRI is:
Options:
a) Pacemaker
b) Prosthetic cardiac valves
c) Insulin pump
d) Cochlear implants
-----
",0,1
"-----
Question:
A film badge is a type of:
Options:
a) Identification plate
b) Sonometer
c) Dosimeter
d) Tachometer
-----
",2,3
"-----
Question:
Which of the following radioactive isotopes is not used for brachytherapy –
Options:
a) Iodine–125
b) Iodine–131
c) Cobalt–60
d) Iridium–192
-----
",1,2
"-----
Question:
Inventor of orthopantomographic machine is:
Options:
a) Hounsfield
b) Roentgen
c) Kell
d) Numata
-----
",3,3
"-----
Question:
1upquarks + 2downquarks suggests the following:
Options:
a) Proton.
b) Neutron.
c) Electron.
d) Positron.
-----
",1,1
"-----
Question:
Mucositis heals after ___ months of radiotherapy:
Options:
a) 2 Months
b) 3 Months
c) 5 Months
d) 6 Months
-----
",0,3
"-----
Question:
According couinaud's classification of functional segments of liver, which of the following is segment IV of liver?
Options:
a) Left lobe
b) Right lobe
c) Caudate lobe
d) Quadrate lobe
-----
",3,4
"-----
Question:
Apple core lesion is seen in
Options:
a) Diveiculosis
b) Diveiculitis
c) Ca- colon
d) Intussusception
-----
",2,1
"-----
Question:
Most sensitive tissue to Radiation is –
Options:
a) Liver
b) Gonads
c) Spleen
d) Skin
-----
",1,2
"-----
Question:
Which of the following is the most sensitive imaging modality for the diagnosis of ureteric stones in a patient with acute colic?
Options:
a) X-ray KUB region
b) Abdominal ultrasound
c) Non contrast CT scan of the abdomen
d) Contrast enhanced CT scan of the abdomen
-----
",2,3
"-----
Question:
One gray equals
Options:
a) 10 RAD
b) 100 RAD
c) 1000 RAD
d) 10000RAD
-----
",1,2
"-----
Question:
Cobra snake head appearance is seen in -
Options:
a) Rectocele
b) Ureterocele
c) Posterior urethral valve
d) Bladder tumour
-----
",1,2
"-----
Question:
Most common cause of 'target lesion' in stomach is:
Options:
a) Melanoma
b) Carcinoid
c) Lymphoma
d) Fibroma
-----
",0,2
"-----
Question:
Comet tail artefact in USG is seen in
Options:
a) Adenomyomatosis
b) Cholesterosis
c) Porcelain gall bladder
d) Acute cholecystitis
-----
",0,1
"-----
Question:
Hair on end appearance in skull X-ray is characteristic of:
Options:
a) Sickle cell anemia
b) Thalasemia
c) Megaloblastic anemia
d) Hemochromatosis
-----
",1,2
"-----
Question:
SI unit of absorbed dose is -
Options:
a) Becquerel
b) Columb/cm
c) Gray
d) Sieve
-----
",-1,3
"-----
Question:
Longest half life is seen in –
Options:
a) Radon
b) Radium
c) Uranium
d) Cobalt
-----
",1,3
"-----
Question:
CTDI represents
Options:
a) CT densitometry index
b) CT dose index
c) CT duplication index
d) CT detection index
-----
",1,2
"-----
Question:
Mechanism of action of radiotherapy is-
Options:
a) DNA damage
b) Produce non sense protein
c) Depletion of ATP
d) Depletion of glucose
-----
",0,1
"-----
Question:
Bird beak appearance is seen in-
Options:
a) Achlasia cardia
b) Carcinoma esophagus
c) Hiatus hernia
d) Diffuse esophageal spasm
-----
",0,1
"-----
Question:
A 25-year-male, Intermittent Diplopia, Urinary incontinence, VI Nerve palsy. Most likely diagnosis is:
Options:
a) Acute infarct
b) Multiple sclerosis
c) Intraparenchymal bleed
d) Alzheimer's disease
-----
",1,2
"-----
Question:
A woman presenting with abrupt onset of ""The Worst headache of her life"". Which is the best investigation?
Options:
a) NCCT of the head
b) Vessel carotid Doppler
c) No imaging
d) MRI
-----
",0,1
"-----
Question:
Bird beak appearance on barium swallow study in seen in -
Options:
a) Achlasia cardia
b) Carcinoma esophagus
c) Hiatus hernia
d) Diffuse esophageal spasm
-----
",0,1
"-----
Question:
All the following will appear caries in an X-ray except
Options:
a) Acrylic resin
b) Calcium hydroxide
c) ZOE
d) Composite
-----
",2,1
"-----
Question:
The technique employed in radiotherapy to counteract the effect of tumour motion due to breathing is known as
Options:
a) Arc technique
b) Modulation
c) Gating
d) Shunting
-----
",2,3
"-----
Question:
All are signs /features of ectopic pregnancy on USG except
Options:
a) Pseudo sac
b) Hyprechoic ring
c) Adenexal mass
d) Echogenic mass with multicystic spaces within endometrial cavity
-----
",3,4
"-----
Question:
The most radiosensitive phase of cell cycle is:
Options:
a) G2M interface
b) G2
c) S
d) M
-----
",0,1
"-----
Question:
Which one of the following device conves radioactive emissions to light for detection?
Options:
a) Geiger counter
b) Photographic film
c) Scintillation counter
d) Radiotracer
-----
",2,3
"-----
Question:
Best imaging modality in bronchogenic carcinoma-
Options:
a) CT
b) MRI
c) Bronchoscopy
d) None
-----
",0,1
"-----
Question:
Which layer of epithelium of oral mucous membrane is more sensitive to radiation:
Options:
a) Stratum spinosum
b) Stratum granulosam
c) Stratum basale
d) Stratum corneum
-----
",2,3
"-----
Question:
Most common investigation done for obstructive jaundice –
Options:
a) CT scan
b) USG
c) X-ray
d) ERCP
-----
",1,2
"-----
Question:
Kerley-B lines are seen when pulmonary venous pressure is:
Options:
a) 5 mmHg
b) 10 mmHg
c) 20 mmHg
d) 40 mmHg
-----
",2,3
"-----
Question:
Radiological findings of battered baby syndrome is :
Options:
a) Multiple Inuries not explained by one cause
b) Multiple fractures in different stage of healing
c) Excessive callus formation
d) All
-----
",3,4
"-----
Question:
A mother brings her 13  year old daughter to the OPD with a swelling in the left side of her lower jaw. Intraoral examination reveals a bony expansion in the premolar and first molar region. PA view radiograph was taken, which showed periosteal bone growth at the inferior border of the mandible. Also paresthesia of lower  lip is present. What is the most probable diagnosis for this patient?
Options:
a) Ewing’s sarcoma
b) Idiopathic histiocytoma
c) Fibrous dysplasia
d) Proliferative periostitis
-----
",0,4
"-----
Question:
Egg shell calcification in hilar lymph nodes is seen ina) Sarcoidosisb) Histoplasmosisc) Tuberculosisd) Carcinoma lunge) Silicosis
Options:
a) bcde
b) abcd
c) abce
d) abde
-----
",2,1
"-----
Question:
Which of the following is viually diagnostic of aoitis on chest X-Ray?
Options:
a) Calcification in descending aoa
b) Calcification of ascending aoa
c) Calcification of pulmonary aery
d) Focal oligemia
-----
",1,1
"-----
Question:
Thyrotoxicosis patients with least radio iodide uptake seen in:
Options:
a) Toxic adenoma
b) Grave's disease
c) MNG
d) Sub - acute thyroiditis
-----
",3,4
"-----
Question:
Gluten-free diet is useful in management of
Options:
a) Dermatitis herpetiformis
b) Erythema multiforme
c) Epidermolysis bullosa acquisita
d) Toxic epidermal necrolysis (TEN)
-----
",0,1
"-----
Question:
Histological finding of Lichen planus -
Options:
a) Acanthosis
b) Hyperkeratosis
c) Basal cell degeneration
d) All of the above
-----
",3,4
"-----
Question:
Treatment for impetigo includes all except?
Options:
a) Topical mupirocin
b) Systemic erythromycin
c) Topical gentamycin
d) Systemic cephalosporins
-----
",-1,3
"-----
Question:
Which is not a complication of PUVA therapy:
Options:
a) Premature aging of skin
b) Cataracts
c) Skin cancers
d) Exfoliative
-----
",3,4
"-----
Question:
Patchy hair loss with velvety skin points to the diagnosis of
Options:
a) Alopecia aereata
b) Trichotelomania
c) Hypehyroidism
d) Adenoma sebacicum
-----
",2,1
"-----
Question:
A 22 year old woman developed small itchy wheals after physical exeion, walking in the sun, eating hot spicy food and when she was angry. The most likely diagnosis is:
Options:
a) Chronic idiopathic utricaria
b) Heat uicaria
c) Solar uicaria
d) Cholinergic uicaria
-----
",3,2
"-----
Question:
M.C. type of cutaneous T.B. is:
Options:
a) Lupus vulgaris
b) Scrofuloderma
c) TIB, verruca cutis
d) Erythema induratum
-----
",0,1
"-----
Question:
All are true statements regarding us, EXCEPT:
Options:
a) It is a form of Tinea capitis
b) It is caused by Tinea schoenlein
c) It causes cicatricial alopecia
d) It is characterised by presence of dark brown to black nodules cemented to the hair shaft
-----
",3,2
"-----
Question:
Munro's microabscesses are seen in:
Options:
a) Stratum granulosum
b) Stratum corneum
c) Basal layer
d) Papillary tips
-----
",1,3
"-----
Question:
Most infective stage of leprosy is?
Options:
a) Tuberculoid
b) Lepromatous
c) Borderline tuberculoid
d) Borderline lepromatous
-----
",1,2
"-----
Question:
A 30 year old male presented with itchy, papulovesicular lesions in the extensor aspect of elbows and knees. Biopsy of the lesion showed dermoepidermal blister with micro-abscesses. Immunofluorescence showed deposits of IgA in the tips of dermal papillae. What is the MOST likely diagnosis?
Options:
a) Bullous Impetigo
b) Bullous pemphigoid
c) Pemphigus vulgaris
d) Dermatitis herpetiformis
-----
",3,4
"-----
Question:
Christmas tree arrangement of skin lesion is seen in?
Options:
a) P. versicolor
b) P. rosea
c) P. folliculitis
d) Tineacorporis
-----
",1,2
"-----
Question:
Which of the following finding is NOT seen in Dermatomyositis?
Options:
a) Gottron's papules
b) Mechanics hand
c) Periungual telangiectasia
d) Salmon rash
-----
",3,4
"-----
Question:
Apple jelly nodules on the nasal septum are found in cases of ?
Options:
a) Tuberculosis
b) Syphilis
c) Lupus Vulgaris
d) Rhinoscleroma
-----
",2,3
"-----
Question:
Koebner's phenomenon is seen in all of the following conditions, EXCEPT:
Options:
a) Lichen planus
b) Ichthyosis
c) Psoriasis
d) Pemphigus
-----
",1,4
"-----
Question:
A 2-month-old baby came with rashes over groin & lower abdomen, esp. affecting the countours of buttocks. The erythema, edema and erosion spare the flexures. Mother gives h/o diaper use. Diagnosis?
Options:
a) Irritant contact dermatitis
b) Seborrheic dermatitis
c) Candidiasis
d) Atopic dermatitis
-----
",0,1
"-----
Question:
All of the following are true about solar uicaria, EXCEPT:
Options:
a) Common in females between age group above 40 yrs
b) Lesions subsides spontaneously on avoiding exposure within 24 hours
c) Some cases may develop severe uicaria/bronchospasm
d) Almost all cases are idiopathic
-----
",0,4
"-----
Question:
Alopecia areata is a/ an ?
Options:
a) Autoimmune disorder
b) Allergic disorder
c) Anaphylactic disorder
d) Bacterial infection
-----
",0,1
"-----
Question:
Pigmented lesion in mouth and not in skin-
Options:
a) Cushing syndrome
b) Cushing syndrome
c) Peutz Jegers
d) None of the above
-----
",3,3
"-----
Question:
Most impoant in establishing diagnosis of leprosy is: March 2010
Options:
a) Evidence of neural involvement
b) Hypopigmented patches
c) Slit smear for AFB
d) Positive lepromin test
-----
",2,3
"-----
Question:
Pseudo-isomorphic phenomenon is seen in ?
Options:
a) Psoriasis
b) Lichen planus
c) Vitiligo
d) Molluscum contagiosum
-----
",3,1
"-----
Question:
Most common site of infection of herpes simplex?
Options:
a) Thorax
b) Abdomen
c) Face
d) Extremities
-----
",2,3
"-----
Question:
Genital Was (condyloma accuminata) are most commonly caused by which of the following serotypes of HPV?
Options:
a) HPV 6
b) HPV 16
c) HPV 18
d) HPV33
-----
",0,1
"-----
Question:
A 2 day old newborn girl born out of non-consanguinous marriage was evaluated for tense blister and areas of denuded skin that had been present since bih. The child develops while mother handles for bathing and feeding. The sibling of child also had h/o developing similar lesions.
Options:
a) Congenital syphilis
b) Congenital epidermolysis bullosa
c) LCH
d) Congenital bullous icthyosiform erythroderma
-----
",1,2
"-----
Question:
A man has recurrent uicaria following exercise and coming out in sun. Diagnosis is:
Options:
a) Cholinergic uicaria
b) Atopic reaction
c) Photo dermatitis
d) Chronic idiopathic uicaria
-----
",0,4
"-----
Question:
Which is the primary gland responsible for thermoregulatory sweating in humans?
Options:
a) Apocrine gland
b) Eccrine gland
c) Sebaceous gland
d) Holocrine gland
-----
",1,2
"-----
Question:
In Acne rosacea, the main pathogenesis is:
Options:
a) Unknown
b) Increased sebum production
c) Increased reactivity of cutaneous blood vessels to vasodilators
d) Telangiectasia is present over whole face along with the exposed part of back where papules & pustules are also present
-----
",0,3
"-----
Question:
Non-nucleated cells are seen in______?
Options:
a) Stratum lucidum
b) Stratum granulosum
c) Stratum corneum
d) All
-----
",2,4
"-----
Question:
Apple jelly noddule is seen in ?
Options:
a) Lupus vulgaris
b) Cutaneous anaphylaxus
c) Erythroderma
d) Erysepals
-----
",0,1
"-----
Question:
Lepromin test is strongly positive in
Options:
a) LT (Lepromatous leprosy)
b) TB (Tuberculoid type)
c) BL (Borderline lepromatous)
d) BB (Borderline tuberculoid)
-----
",1,2
"-----
Question:
Which of the following is a Tuberculid infection that is characterized by involvement of the sweat glands and hair follicles by causing non caseating epitheloid granulomas?
Options:
a) Lupus Vulgaris
b) Papulonecrotic Type
c) Miliary Tuberculosis
d) Lichen Scrofulosorum
-----
",3,4
"-----
Question:
The mode of inheritance of Incontinentia pigmenti is -
Options:
a) Autosomal dominant
b) Autosomal recessive
c) X-linked dominant
d) X-linked recessive
-----
",2,3
"-----
Question:
All are causes of papulo squamous lesions except
Options:
a) Psoriasis
b) Para psoriasis
c) Squamous cell carcinoma
d) Congenital syphilis
-----
",3,4
"-----
Question:
The time period that elapses between the physic emotional stress and the hair loss is about?
Options:
a) 21 days
b) 30 days
c) 3 months
d) 6 months
-----
",2,2
"-----
Question:
A 7 year old child from Bihar has a hypo pigmented anesthetic patch on his face. What is the most probable diagnosis?
Options:
a) Intermediate leprosy
b) Pityriasis alba
c) Nevus anemicus
d) Nevus achromicus
-----
",0,3
"-----
Question:
Common sites of mongolian spot are :
Options:
a) Face
b) Neck
c) Lumbo sacral area
d) Leg
-----
",2,3
"-----
Question:
All are vesiculo bullous lesions except:
Options:
a) Dermatitis herpetiformis
b) Scabies
c) Pemphigus
d) Pemphigoid
-----
",1,2
"-----
Question:
Patient presenting with joint pain and mild fever. NSAIDs prescribed by the doctor. Developed pigmentation after 1 week on the tip of the nose. What may be the condition?
Options:
a) Melasma
b) Dengue
c) Chikungunya
d) Fixed drug eruption
-----
",2,4
"-----
Question:
The concentration of hydrocioinone for treating cholasma should be-
Options:
a) 1%
b) lto 2 %
c) 2 to 5 %
d) 10%
-----
",2,3
"-----
Question:
In congenital dystrophic variety of epidermolysis bullosa, mutation is seen in the gene coding for:
Options:
a) Laminin 4
b) Collagen type 7
c) Alpha 6 integrin
d) Keratin 14
-----
",1,2
"-----
Question:
A 30 year old male patient has a large, spreading and exuberant ulcer with bright red granulation tissue over the glans penis. There was no lymphadenopathy. The most likely causative organism is;
Options:
a) Treponema pallidum
b) Herpes simplex virus type 1
c) Herpes simplex virus type 2
d) Calymmatobacterium granulomatis
-----
",3,4
"-----
Question:
Drug of choice in Erythema Nodosum Leprosum (type II lepra reaction):
Options:
a) Steroid
b) Thalidomide
c) Clofazimine
d) Aspirin
-----
",0,2
"-----
Question:
In psoritic ahropathy TOC is
Options:
a) Mtx
b) 5FU
c) PUVA
d) Steroid
-----
",0,1
"-----
Question:
A man having multiple, painful, indurated, undermined, sloughed edged glans which occurred 5 days after exposures; most likely diagnosis is
Options:
a) Chancroid
b) Primary chancre
c) Herpes genitalisLGV
d) All
-----
",0,1
"-----
Question:
A 40 year old male developed persistant oral ulcers followed by multiple flaccid bullae on trunk and extremities. Direct immunofluorescence examination of a skin biopsy showed intercellular IgG deposits in the epidermis. The most probable diagnosis is:
Options:
a) Pemphigus vulgaris
b) Bullous Pemphigoid
c) Bullous Lupus erythematosus
d) Epidermolysis bullosa acquisita
-----
",0,1
"-----
Question:
A 60- year - old patient presented with several bullous lesions for the last 3 days; each bulla was surrounded by an erythematous halo. There were multiple target lesions. Patient also had oral erosions. The most likely diagnosis is:
Options:
a) Chicken pox
b) Herpes simplex
c) Herpes zoster
d) Steven- Johnson syndrome
-----
",3,4
"-----
Question:
Which layer of epidermis is underdeveloped in the VLBW infants in the initial 7 days:
Options:
a) Stratum germinativum
b) Stratum granulosum
c) Stratum lucidum
d) Stratum corneum
-----
",3,1
"-----
Question:
Wavelength of UVB is :
Options:
a) 250-280 nm
b) 280-320 nm
c) 320-400 nm
d) 400-700 nm
-----
",1,2
"-----
Question:
Minor clinical feature in diagnosis of atopic dermatitis A/E
Options:
a) Dry skin
b) Pruritus
c) Morgagnian fold
d) Pitriasis alba
-----
",1,1
"-----
Question:
A teenager presented with a skin lesion which appeared as thin oval plaque with a fine collarette of scale located inside the periphery of the plaque. Pityriasis rosea is diagnosed. All of the following are characteristic of pityriasis rosea, EXCEPT:
Options:
a) Lower respiratory infection
b) Herald patch
c) Moderate itching
d) Low grade fever
-----
",0,3
"-----
Question:
The hard chancre is seen in:
Options:
a) Syphilis
b) Chancroid
c) LGV
d) Granuloma inguinale
-----
",3,1
