id,question,option_a,option_b,option_c,option_d,correct_option
OIC-265-13-B,Quel est le lien entre le LDL-cholestérol et le risque cardiovasculaire?,Il n'y a aucun lien,Il augmente le risque cardiovasculaire,Il réduit le risque cardiovasculaire,Il stabilise les plaques d'athérome,c
OIC-265-13-B-,À quel âge recommande-t-on le dépistage des dyslipidémies chez la femme en l'absence de facteurs de risque cardiovasculaire?,À partir de 40 ans,À partir de 50 ans,À partir de 60 ans,À partir de 70 ans,b
OIC-265-14-A,Quelle est la classification de l'hypercholestérolémie familiale hétérozygote?,I,IIa,IIb,IV,b
OIC-265-14-A-,Quel est le signe clinique observé dans les hypertriglycéridémies sévères?,Xanthélasma,Xanthomes tendineux,Xanthomatose éruptive,Arc cornéen,c
OIC-267-01-A,Quel médicament est connu pour provoquer une hyperlipidémie secondaire?,Corticoïdes,Oestroprogestatifs,Rétinoïdes,Antirétroviraux,c
OIC-267-01-A-,Quel bilan biologique est crucial pour évaluer une hyperlipidémie secondaire chez un patient avec une créatininémie élevée?,TSH,Protéinurie (bandelette urinaire),Phosphatases alcalines,Créatininémie,a
OIC-267-02-B,Quel est l'objectif de LDL-cholestérol recommandé pour un sujet atteint d'hypercholestérolémie familiale et traité tardivement avec cumul de facteurs de risque cardiovasculaire additionnels?,"3,5 mmol/L","2,6 mmol/L","1,8 mmol/L","1,4 mmol/L",c
OIC-267-02-B-,Quelle est la recommandation pour les personnes souffrant d'hypertriglycéridémies sévères?,Réduction pondérale (diététique + activité physique),Réduction (voir suppression) de l’alcool,Régime hypolipidique,Utilisation d’huile à base de triglycérides à chaînes moyennes,d
OIC-267-03-A,À quel âge la prévalence de la maladie augmente-t-elle pour atteindre plus de 20%?,50 ans,60 ans,70 ans,80 ans,c
OIC-267-03-A-,Quel est le facteur de risque de l'AOMI le plus couramment associé au sexe masculin?,âge,tabagisme,diabète,HTA,b
OIC-267-04-A,Quelle est la mesure de pression utilisée pour diagnostiquer l'AOMI chez les patients diabétiques ou insuffisants rénaux chroniques?,Pression de cheville,Pression digitale,Pression au gros orteil,Pression brachiale,c
OIC-267-04-A-,Quelle mesure hémodynamique est indispensable pour attribuer les symptômes au repos à l'AOMI?,Pression de cheville < 50 mmHg,Pression d'orteil < 30 mmHg,TcPO2 < 30 mmHg,Distance de marche < 500 mètres,c
OIC-267-05-A,Quel est le traitement médical systématique chez un patient asymptomatique d'AOMI?,"Statine, IEC","Statine, IEC, anticoagulant","Statine, IEC, anticoagulant, hypolipémiant","Statine, IEC, anticoagulant, hypolipémiant, réadaptation",c
OIC-267-05-A-,Quel est le pourcentage de décès associé à la survenue d'une ischémie aiguë d'un membre inférieur?,5%,10%,25%,50%,b
OIC-267-06-B,Quel est le critère qui définit l'ischémie incomplète?,Douleur intense,Paralysie,Absence de déficit moteur,Pâleur du membre,c
OIC-267-06-B-,Quel est le mécanisme de l'obstruction dans une thrombose?,Migration d'un caillot d'origine cardiaque,Oblitération d'une artère pathologique,Oblitération d'une artère saine,Migration d'un caillot d'origine aortique,b
OIC-267-07-A,Quelle est la méthode chirurgicale de référence en cas d'embolie sur artère saine?,Thrombolyse,Embolectomie à la sonde de Fogarty,Pontage,Angioplastie,b
OIC-267-07-A-,Quel est le risque évolutif principal d'un anévrisme de l'aorte abdominale?,La rupture,L'ischémie du membre inférieur,La thrombose de l'anévrisme,La compression veineuse,a
OIC-267-08-B,Chez quels patients est proposé le dépistage de l’anévrisme aortique abdominal?,Tous les artériopathes,Hommes âgés de 60 à 85 ans,Femmes âgées de 60 à 85 ans (hypertendues ou tabagiques),Hommes et femmes de plus de 50 ans avec des antécédents familiaux d’anévrisme aortique chez des apparentés de premier degré,c
OIC-267-08-B-,Quelle est la complication la plus grave associée à un anévrisme de l'aorte abdominale (AAA)?,Occlusion artérielle aiguë de membre inférieur,Embolies de cristaux de cholestérol,Rupture d'AAA,Compression des organes de voisinage,c
OIC-267-09-B,Quel examen est l’examen pré-thérapeutique de référence pour les anévrismes de l’aorte abdominale en l’absence de contre-indication?,Échographie abdominale,TDM thoraco-abdomino-pelvienne,IRM,Artériographie,b
OIC-267-09-B-,Quel est le traitement chirurgical conventionnel pour un AAA?,Endoprothèse,Mise à plat greffe,Clampage aortique,Ablation du thrombus,b
OIC-267-10-B,Quelle est la situation d'urgence qui nécessite une prise en charge spécifique immédiate par embolectomie?,Anévrisme douloureux,Ischémie aiguë de membre inférieur,Fistule aorto-cave,Anévrisme rompu,b
OIC-267-10-B-,Quel est le principal facteur déclenchant l'ischémie intestinale aiguë?,Hyperémie post-prandiale,Obstruction artérielle aiguë,Bas débit sanguin,Dissection artérielle,b
OIC-267-11-A,Quel est le signe physique le plus caractéristique de l'ischémie intestinale aiguë réversible?,Douleurs permanentes importantes avec signes péritonéaux,"Douleurs très importantes, absence de signes péritonéaux",Hyperpéristaltisme,Fièvre,b
OIC-267-11-A-,Quelle est la définition d'une embolie pulmonaire (EP)?,Obstruction veineuse partielle ou totale par un thrombus endoluminal,Obstruction artérielle pulmonaire par un thrombus veineux,Inflammation des artères pulmonaires,Obstruction artérielle pulmonaire due à une infection,b
OIC-267-12-B,Quel est le facteur de risque persistant majeur pour la thrombose veineuse profonde (TVP)?,Cancer,Thrombophilies « sévères »,Antécédents de MTEV,Maladies inflammatoires chroniques,c
OIC-267-12-B-,Quel facteur favorise l'hypercoagulabilité dans le contexte de la TVP?,L'immobilisation,Les thrombophilies acquises ou héréditaires,Le sepsis,Le cancer,b
OIC-267-13-A,Quel est le score de probabilité clinique utilisé pour le diagnostic de TVP?,Score de Wells EP,Score de Wells TVP,Score de Genève,Score de D-dimères,b
OIC-267-13-A-,Quel examen diagnostique est considéré comme l'examen de référence pour une EP à haut risque de mortalité?,L'échographie cardiaque trans-thoracique,L'angioscanner thoracique,Le dosage des D-dimères,La radiographie pulmonaire,b
OIC-267-14-A,Comment le seuil de D-dimères pour l'exclusion d'EP non grave est-il ajusté à l'âge?,Il est fixe à 500 µg/L pour tous les patients,Il est ajusté à l'âge en multipliant l'âge par 10 µg/L,Il est ajusté à l'âge en divisant l'âge par 10 µg/L,Il n'est pas ajusté à l'âge,b
OIC-267-14-A-,"En cas de diagnostic d'EP, quel est l'usage principal de l'écho-Doppler veineux?",Confirmation du diagnostic de TVP,Évaluation de la fonction rénale,Retenir un diagnostic d'EP devant une TVP proximale,Évaluation de l'obésité,c
OIC-267-15-A,"En cas de scintigraphie de ventilation-perfusion présentant une probabilité élevée, que peut-on conclure?",Le diagnostic d'EP est exclu,Le diagnostic d'EP est confirmé,Le diagnostic d'EP est évoqué,Le diagnostic d'EP est impossible à établir,c
OIC-267-15-A-,Quelle est la condition nécessaire pour proposer une prise en charge ambulatoire en cas d’EP?,Un score sPESI = 0 et absence de retentissement cardiaque,Une défaillance hémodynamique définie par une PAS < 90 mmHg,Une chute de la PAS ≥ 40 mmHg pendant plus de 15 minutes,Un score sPESI > 0,a
OIC-267-16-B,Quelle est la durée minimale de traitement anticoagulant pour une MVTE survenant au cours d’une grossesse?,1 mois,2 mois,3 mois,4 mois,c
OIC-267-16-B-,Pour quelle durée la compression élastique est-elle généralement recommandée après la phase aiguë de la TVP des membres inférieurs?,1 mois,3 mois,6 mois,1 an,c
OIC-267-17-A,Quel autre moyen de contraception doit être proposé en cas d'antécédent de MTEV?,Pilule combinée,Contraception hormonale transdermique,Pilule micro-progestative,Dispositif intra-utérin,d
OIC-267-17-A-,"En cas de contre-indication à la thromboprophylaxie médicamenteuse, quel moyen de prévention est recommandé?",Déambulation précoce,Anticoagulants à dose prophylactique,Compression pneumatique intermittente,Lutte contre la déshydratation,c
OIC-267-18-A,Dans quel cas de figure le traitement anticoagulant est-il prolongé sans date d'arrêt à priori?,TVP proximale ou EP avec facteur favorisant transitoire fort identifié,TVP proximale ou EP non provoquée,TVP proximale ou EP non provoquée récidivante,TVP proximale ou EP et cancer,c
OIC-267-18-A-,"Quel examen est recommandé chez la femme en cas de MTEV (TVP, EP)?",Dosage de la créatinine,Dosage du PSA,Bilan gynécologique,Dosage de la glycémie,c
OIC-267-19-A,Quel est le score utilisé pour évaluer la sévérité du syndrome post-thrombotique (SPT)?,Score de Villalta,Score de CHA2DS2-VASc,Score de Framingham,Score de Wells,a
OIC-267-19-A-,Quel examen est recommandé en premier lieu pour dépister une hypertension pulmonaire post-embolique (HTP) en cas de dyspnée?,Échographie cardiaque transthoracique couplée au Doppler,Scanner thoracique,Électrocardiogramme,Biopsie pulmonaire,a
OIC-267-20-A,Quel est le traitement recommandé pour une TVS de membre inférieur avec une extension proche du réseau veineux profond?,Compression élastique seule,Traitement anticoagulant à dose prophylactique,Traitement anticoagulant à dose thérapeutique,Traitement des varices,c
OIC-267-20-A-,Quelle est la définition d'une varice?,"Dysfonctionnement du système veineux profond et/ou superficiel, résultant d’une incontinence valvulaire, avec ou sans une oblitération veineuse associée.",Dilatation permanente d’une ou de plusieurs veines superficielles des membres inférieurs de plus de 3 mm de diamètre en orthostatisme associée le plus souvent à un reflux par incontinence valvulaire.,Infection des veines superficielles des membres inférieurs.,Obstruction des veines profondes des membres inférieurs.,b
OIC-267-21-A,Quel est le pourcentage du sang veineux drainé par le réseau veineux profond des membres inférieurs?,10%,30%,90%,100%,c
OIC-267-21-A-,Quel score indique un syndrome post-thrombotique sévère selon le score de Villalta?,Score ≤ 4,Score 5-9,Score 10-14,Score ≥ 15 ou ulcère présent,d
OIC-267-22-A,Quel est le risque de développer un syndrome post-thrombotique (SPT) après une thrombose veineuse profonde?,1-5%,10-20%,20-50%,50-70%,c
OIC-267-22-A-,Quel facteur favorisant est lié à l'exposition à la chaleur?,Le mode de vie sédentaire,L'âge,L'exposition à la chaleur,Le sexe féminin,c
OIC-267-23-A,Quel est le sex-ratio homme-femme pour l'IVC dans les pays industrialisés?,1/1,1/2,1/3,1/4,c
OIC-267-23-A-,Quel est un signe cutané de l'IVC?,Varicosités ou télangiectasies,Claudication intermittente veineuse,Dermite pigmentée,Crampes,c
OIC-267-24-B,Quel est le siège typique de l'ulcère veineux?,Cheville,Genou,Coude,Poignet,a
OIC-267-24-B-,Quel est le signe clinique recherché lors de l'examen de la veine grande saphène?,Douleur,Induration,Varices,Écchymose,c
OIC-267-25-A,Quelle est la classe de compression élastique recommandée pour les varices supérieures à 3 mm de diamètre?,Classe I,Classe II,Classe III,Classe IV,b
OIC-267-25-A-,Quel est le site d'insertion le plus couramment utilisé pour les abords veineux périphériques?,Veine jugulaire,Veine fémorale,Veine cubitale,Veine saphène,c
OIC-267-26-A,Quelle complication est associée à l'utilisation de cathéters centraux?,Infection,Thrombose,Embolie gazeuse,Hémorragie,c
OIC-267-26-A-,Quel est le premier geste à effectuer lors de la pose d'une VVP?,Insérer le cathéter directement dans la veine,Localiser la veine à l'aide d'un stéthoscope,Nettoyer la zone de ponction avec un antiseptique,Mesurer la tension artérielle du patient,c
OIC-267-27-A,Quelle complication peut être associée à une positionnement inadéquat de l'aiguille lors de la ponction des chambres implantables?,Hématome,Extravasation,Thrombose,Infection,b
OIC-267-27-A-,Quel est le risque lors du retrait d’une voie veineuse centrale dans le territoire cave supérieur?,Hématome,Infection,Embolie gazeuse,Pancréatite,c
OIC-267-28-A,Quelle est la condition nécessaire pour l'insertion d'une voie veineuse centrale?,La présence d'une infection aiguë,La présence d'un thrombus veineux,La présence d'un patient en état de choc,La présence d'un patient en état de déshydratation,c
OIC-267-28-A-,"En cas de thrombose veineuse centrale, quelle est la décision la plus appropriée concernant le cathéter?",Retirer immédiatement le cathéter,Prescrire une anticoagulation curative et laisser le cathéter en place,Retirer le cathéter et prescrire une anticoagulation curative,Prescrire une anticoagulation curative sans retirer le cathéter,b
OIC-267-29-A,Quelles sont les caractéristiques variables d'une douleur thoracique aiguë?,"Intensité, localisation, irradiation, durée, facteur déclenchant ou soulageant, fréquence","Intensité, localisation, irradiation, durée, facteur déclenchant ou soulageant, fréquence","Intensité, localisation, irradiation, durée, facteur déclenchant ou soulageant, fréquence","Intensité, localisation, irradiation, durée, facteur déclenchant ou soulageant, fréquence",a
OIC-267-29-A-,Quel est le signe principal de détresse hémodynamique devant une douleur thoracique?,Tachycardie,Hypotension,Toux sèche,Fièvre,b
OIC-267-30-B,Quel est le signe hémodynamique qui indique une gravité imposant des décisions thérapeutiques immédiates?,Hypotension artérielle,Marbrures,Extrémités froides,Oligurie,c
OIC-267-30-B-,Quel est le moyen mnémotechnique pour se souvenir des quatre urgences cardio-vasculaires?,PEDI,PIDE,PIED,PIED,c
OIC-267-31-A,Quel est le signe physique typique de la dissection aortique?,Asymétrie tensionnelle,Abolition d’un ou plusieurs pouls,Souffle d’insuffisance aortique,Déficit neurologique,b
OIC-267-31-A-,Quel examen clinique est particulièrement important pour évaluer une douleur thoracique aiguë?,ECG,Bilan biologique,Anomalies à l'auscultation cardio-pulmonaire,Pression artérielle,c
OIC-267-32-A,Quelle est l'anomalie électrocardiographique typique de l'embolie pulmonaire?,Sus-décalage du segment ST ≥ 2 mm dans les précordiales,Aspect de S1Q3 (onde S en DI et Q en DIII),Négativation des ondes T de V1 à V3 voire V4,Bloc de branche droit,b
OIC-267-32-A-,Quelle est l'anomalie radiographique typique de l'embolie pulmonaire?,Élargissement du médiastin,Hyperclarté pulmonaire,Cardiomégalie avec cœur en carafe,Ascension d'une coupole diaphragmatique,b
OIC-267-33-A,Quel examen biologique est utilisé pour éliminer la dissection aortique dans une suspicion d'embolie pulmonaire (EP)?,Troponines ultrasensibles,D-dimères,Gaz du sang,CRP,b
OIC-267-33-A-,Dans quel cas une angioplastie primaire est-elle indiquée pour un SCA non ST+ réfractaire au traitement médical?,Si le patient est toujours douloureux,Si le patient présente une instabilité hémodynamique,Si le patient présente des troubles du rythme ventriculaires,Toutes les réponses ci-dessus,d
OIC-267-34-A,Quel examen est de choix pour le diagnostic positif de dissection aortique chez un patient stabilisé?,Echocardiographie trans-thoracique (ETT),Angioscanner thoracique,Echocardiographie trans-oesophagienne (ETO),Toxémie aiguë,b
OIC-267-34-A-,"Parmi les options suivantes, laquelle n'est pas une cause d'angor fonctionnel?",Tachycardies (fibrillation atriale),Anémie,Hyperthyroïdie,Infarctus du myocarde,d
OIC-267-35-B,Quel est le symptôme caractéristique du pneumothorax?,Douleur thoracique aiguë,Fièvre,Toux productive,Dyspnée,a
OIC-267-35-B-,Quelle condition peut provoquer une douleur thoracique similaire à celle de l'ulcère gastro-duodénal?,RGO,Spasme oesophagien,Pancréatite,Cholécystite,a
OIC-267-36-A,Quelle est la définition du rétrécissement aortique (RA)?,Dysfonctionnement de la valve mitrale avec défaut de fermeture systolique,Dysfonctionnement de la valve aortique avec défaut de fermeture en diastole,Dysfonctionnement de la valve aortique avec limitation d’ouverture,Dysfonctionnement de la valve mitrale avec limitation d’ouverture en diastole,c
OIC-267-36-A-,Quelle est la conséquence physiopathologique principale de l'insuffisance aortique chronique?,Dilatation du VG par surcharge volumique,Augmentation de la post-charge par augmentation du gradient VG-aorte,Fusion commissurale de la valve mitrale,Hypertrophie concentrique du VG,a
OIC-267-37-B,Quelle est la principale étiologie du rétrécissement aortique dégénératif?,Maladie de Monckeberg,Congénitale,Post-rhumatismale,Inflammatoire,a
OIC-267-37-B-,Quel est le souffle auscultatoire caractéristique de l'insuffisance aortique sévère?,Souffle holosystolique,Souffle protodiastolique,Souffle holodiastolique,Souffle méso-systolique,c
OIC-267-38-A,Dans quel cas l'épreuve d'effort est-elle contre-indiquée dans les valvulopathies?,Valvulopathie mitrale sévère asymptomatique,Valvulopathie aortique asymptomatique,Valvulopathie aortique symptomatique,Valvulopathie mitrale asymptomatique,c
OIC-267-38-A-,Quel type d'échographie est principalement utilisé pour évaluer les valvulopathies mitrales et en cas de suspicion d'endocardite?,Échographie cardiaque transthoracique (ETT),Échographie trans-oesophagienne (ETO),Échographie abdominale,Échographie thoracique,b
OIC-267-39-A,Quelle est la complication la plus fréquente de l'insuffisance aortique aiguë?,Insuffisance cardiaque,Trouble de la conduction,Choc cardiogénique,Endocardite,c
OIC-267-39-A-,Dans quel cas le remplacement valvulaire aortique est-il associé à une intervention de Bentall?,Insuffisance mitrale,Rétrécissement aortique,Insuffisance aortique avec atteinte de l'aorte ascendante,Rétrécissement mitral,c
OIC-267-40-A,Quel est le traitement percutané utilisé pour le rétrécissement aortique en cas d'urgence?,Implantation d'une bioprothèse aortique par voie percutanée,Commissurotomie percutanée,Valvuloplastie aortique au ballon,Réparation mitrale percutanée,c
OIC-267-40-A-,Quelle est l'indication principale pour le remplacement valvulaire aortique chez un patient asymptomatique avec insuffisance aortique chronique sévère?,FEVG < 50%,Diamètre télésystolique > 50mm,Dilatation de l'aorte ascendante > 55mm,Retentissement VG avec FEVG < 50%,c
OIC-270-01-A,Quelle est l'indication principale du mitraclip dans le traitement de l'insuffisance mitrale (IM)?,En cas de contre-indication chirurgicale ou de haut risque chirurgical,Pour tous les patients âgés de plus de 75 ans,En cas de persistance d'IC malgré l'optimisation du traitement médical,Seulement pour les patients à faible risque,c
OIC-270-01-A-,"Quelle est la fréquence recommandée pour la surveillance clinique, ECG et ETT chez un patient avec une IA modérée à sévère asymptomatique?",Tous les 6 mois,Tous les 2 ans,Tous les 3 mois,Une fois par an,a
OIC-270-02-A,Quelle est la principale cause de mortalité chez les patients atteints d'insuffisance cardiaque?,Cancer,Diabète,Mortalité importante (10 % à un an),Insuffisance rénale,c
OIC-270-02-A-,Quelle est la classification de l'insuffisance cardiaque à fraction d'éjection réduite (FEVG ≤40%)?,Provocée par une défaillance du remplissage du ventricule gauche,Associe généralement les caractéristiques des deux autres types,Provocée par une défaillance de la contraction du myocarde,Confirmée par plusieurs éléments,c
OIC-270-03-A,Quel est un symptôme clinique typique de l'œdème aigu pulmonaire (OAP) cardiogénique?,Toux sèche,Expectoration mousseuse,Fièvre,Douleurs thoraciques,b
OIC-270-03-A-,Quelle est la première cause de choc cardiogénique?,L'hypertension artérielle,L'insuffisance rénale,L'infarctus du myocarde,L'insuffisance respiratoire,c
OIC-270-04-A,Quel est l'effet d'une altération de l'inotropie sur le volume d'éjection systolique?,Augmentation du volume d'éjection systolique,Diminution du volume d'éjection systolique,Aucun effet sur le volume d'éjection systolique,Variation aléatoire du volume d'éjection systolique,b
OIC-270-04-A-,Quelle est la conséquence immédiate d'un diagnostic d'œdème lésionnel?,Une fibrose interstitielle pouvant évoluer vers un SDRA.,Une diminution de la compliance pulmonaire.,Une hypoxémie.,Une augmentation de la pression capillaire pulmonaire.,a
OIC-270-05-A,Quel signe clinique est souvent associé à une embolie pulmonaire dans le contexte d'une insuffisance respiratoire aiguë?,Fièvre,Bruits respiratoires sibilants,Anomalies de percussion thoracique,Décompensation d'une BPCO,a
OIC-270-05-A-,Quelle est la valeur seuil de la fraction d'éjection du ventricule gauche (FEVG) pour classer une insuffisance cardiaque à FEVG conservée?,FEVG ≤ 30%,FEVG ≤ 40%,FEVG ≥ 50%,FEVG ≥ 60%,c
OIC-270-06-A,Quel est le stade de l'échelle de la NYHA pour un patient qui présente des symptômes aux efforts modérés et une réduction marquée de l'activité physique?,Stade I,Stade II,Stade III,Stade IV,c
OIC-270-06-A-,Quel examen est utilisé pour évaluer les pressions pulmonaires et le remplissage ventriculaire gauche?,ECG,Bilan biologique,Échocardiographie transthoracique (ETT),Coronarographie,c
OIC-270-07-B,Quel marqueur biologique est particulièrement utile pour confirmer un infarctus du myocarde chez un patient avec douleur thoracique?,BNP,NT Pro BNP,Troponine,Ionogramme sanguin,c
OIC-270-07-B-,Quelle est la valeur seuil du NT-proBNP chez un patient de moins de 50 ans en cas de dyspnée aiguë?,100 pg/ml,300 pg/ml,450 pg/ml,900 pg/ml,c
OIC-283-01-B,Quel paramètre est mesuré pour évaluer la fonction diastolique du ventricule gauche?,La fréquence cardiaque,Le débit cardiaque,Le flux transmitral en Doppler,L'épaisseur pariétale du ventricule gauche,c
OIC-283-01-B-,Quel est le signe radiologique qui indique une redistribution vasculaire de la base vers les sommets?,Lignes B de Kerley,Aspect en ailes de papillon,Épanchements pleuraux,Cardiomégalie,a
OIC-283-02-A,Quel est le principal mécanisme pathophysiologique de l'œdème aigu du poumon?,Augmentation de la pression hydrostatique capillaire,Diminution de la pression oncotique,Augmentation de la perméabilité vasculaire,Diminution de la perméabilité vasculaire,c
OIC-283-02-A-,Quelle est la cause la plus fréquente de l'insuffisance cardiaque droite?,Insuffisance cardiaque gauche,Insuffisance respiratoire chronique,Hypertension artérielle pulmonaire précapillaire,Valvulopathies tricuspidiennes,a
OIC-283-03-B,Quel est le signe de gravité le plus précoce dans un OAP cardiogénique?,Fréquence respiratoire > 30/minute,Pression artérielle systolique < 90 mmHg,Aggravation de la cyanose,Douleur thoracique,a
OIC-283-03-B-,Quelle mesure est prise en cas de non-réponse au traitement initial d'une OAP cardiogénique?,Ventilation par CPAP,Intubation nasotrachéale,Oxygénothérapie,Diurétiques,a
OIC-283-04-B,Quel est l'un des principaux objectifs de l'éducation thérapeutique pour les patients atteints d'insuffisance cardiaque?,Augmenter la consommation de sel,Encourager l'activité physique,Promouvoir la consommation d'alcool,Augmenter la consommation de tabac,b
OIC-283-04-B-,Quelle est la classe médicamenteuse qui doit être introduite progressivement et simultanément dans le traitement de l’insuffisance cardiaque avec fraction d’éjection réduite?,Diurétiques de l’anse,Bêtabloquants,Inhibiteurs de l’enzyme de conversion (IEC),Antagonistes des récepteurs de l’aldostérone,c
OIC-283-05-A,Quelle complication est souvent associée au syndrome cardiorénal chez les patients atteints d'insuffisance cardiaque?,Troubles du rythme ventriculaire,Choc cardiogénique,Insuffisance rénale terminale,Embolie pulmonaire,c
OIC-283-05-A-,Quels critères hémodynamiques confirment le caractère cardiogénique du choc?,"Pression artérielle systolique > 90 mmHg, débit cardiaque > 2,2 L/min/m2, PAPO < 15 mm Hg","Pression artérielle systolique < 90 mmHg, débit cardiaque < 2,2 L/min/m2, PAPO > 15 mm Hg","Pression artérielle systolique > 90 mmHg, débit cardiaque > 2,2 L/min/m2, PAPO > 15 mm Hg","Pression artérielle systolique < 90 mmHg, débit cardiaque < 2,2 L/min/m2, PAPO < 15 mm Hg",b
OIC-283-06-B,Quel est le traitement de choix en cas de vasoplégie associée au choc cardiogénique?,Dobutamine seule,Lévosimendan,Noradrénaline,Épinéphrine,c
OIC-283-06-B-,Quelle est la caractéristique d'une péricardite sèche?,Accompagnée d’un épanchement péricardique,Accompagnée d’une élévation de la troponine,Accompagnée d’un épanchement péricardique ou non,Accompagnée d’une myo-péricardite,c
OIC-283-07-A,Quel est le critère essentiel pour confirmer le diagnostic de péricardite aiguë?,Présence d'au moins un signe clinique,Présence d'au moins deux signes cliniques,Présence d'au moins trois signes cliniques,Présence d'au moins quatre signes cliniques,b
OIC-283-07-A-,Quel est le seuil d'épanchement péricardique qui justifie un drainage?,10 mm,20 mm,30 mm,40 mm,b
OIC-283-08-B,Quel marqueur biologique est le plus spécifique pour évaluer la gravité de la péricardite aiguë associée à une myocardite?,CRP,NFS,Troponine,Uréa,c
OIC-283-08-B-,Dans quel cas une ponction péricardique percutanée est-elle privilégiée?,En cas d'épanchement péricardique chronique,En cas de suspicion d'épanchement purulent,Si le patient est instable,Pour poser un drain de plus gros calibre,c
OIC-283-09-B,Quel est le principal résultat de l'échocardiographie dans une péricardite aiguë avec épanchement péricardique?,Absence d'épanchement péricardique,Présence d'épanchement péricardique,Epaississement péricardique,Masse péricardique,b
OIC-283-09-B-,Quel est le terme utilisé pour décrire le décalage de PQ observé dans l'ECG d'une péricardite aiguë?,Sus décalage de ST,Décalage de ST,Sous décalage de PQ,Décalage de PQ,c
OIC-284-01-A,Quelle complication nécessite une hospitalisation selon le contenu éducatif?,Myocardite associée,Épanchement péricardique abondant (>20mm),Tamponnade,Résistance au traitement anti-inflammatoire,c
OIC-284-01-A-,Quel est le taux de récidive ou de rechute dans la péricardite aiguë virale?,10 à 20%,30 à 50%,70 à 80%,90 à 100%,b
OIC-284-02-A,Quel est le délai typique pour le développement du syndrome de Dressler après un infarctus du myocarde?,1 à 2 semaines,2 à 16 semaines,Plus de 16 semaines,Moins de 1 semaine,b
OIC-284-02-A-,Quelle est l'étiologie la plus fréquente de la péricardite néoplasique?,Cancer primitif pulmonaire,Lymphomes,Cancer primitif péricardique,Mésothéliome,a
OIC-284-03-B,Quelle est la durée recommandée du traitement par colchicine pour une péricardite aiguë bénigne?,1 mois,2 mois,3 mois,4 mois,c
OIC-284-03-B-,Quelle complication d'une péricardite aiguë est souvent associée à une élévation de la troponine et à un risque d'insuffisance cardiaque?,Myocardite,Tamponnade,Péricardite récidivante,Constriction péricardique,a
OIC-284-04-A,Quelle étiologie de péricardite peut évoluer vers la tamponnade?,Purulente,Néoplasique,Virale,Traumatique,c
OIC-284-04-A-,Quel est le diagnostic différentiel le plus important à considérer dans une situation de tamponnade cardiaque?,Infarctus du myocarde,Péricardite aiguë,Insuffisance cardiaque congestive,Choc septique,b
OIC-284-05-A,Quelle est la sensation associée aux palpitations hyperkinétiques?,Le cœur bat trop lentement,Le cœur bat trop fort,Le cœur bat trop vite,Le cœur bat irrégulièrement,b
OIC-284-05-A-,Quel élément ECG est évocateur d'une urgence absolue dans les palpitations cardiaques?,Tachycardie à QRS fins,Tachycardie régulière à QRS larges,Signes de cardiopathie sous-jacente,Trouble de la repolarisation,b
OIC-284-06-B,Quel type d'ECG est souvent normal en dehors des palpitations mais peut orienter sur le mécanisme des palpitations?,ECG percritique,Holter ECG,ECG intercritique,ECG ambulatoire de longue durée,c
OIC-284-06-B-,Dans quel cas un Holter ECG est-il indiqué pour les palpitations fréquentes?,Moins d'une fois par semaine,Plusieurs fois par jour,Plus d'une fois par semaine,Une fois par mois,c
OIC-284-07-B,Quelle est une cause générale d'extrasystoles?,Hypothyroïdie,Insuffisance rénale chronique,Syndrome d'apnée du sommeil,Toutes les réponses ci-dessus,c
OIC-284-07-B-,Dans quel contexte extracardiaque la tachycardie sinusale peut-elle être observée?,Insuffisance cardiaque,Fièvre,Embolie pulmonaire,Épanchement péricardique,b
OIC-284-08-A,Quel est le traitement de première ligne pour arrêter les tachycardies jonctionnelles?,Injection de propranolol,Injection de lidocaïne,Injection d'adénosine,Injection de digoxine,c
OIC-284-08-A-,Quel est l'intervalle PR typique dans une pré-excitation ventriculaire?,120-150 ms,150-200 ms,<120 ms,>200 ms,c
OIC-288-01-A,Quel type d'ECG est généralement utilisé pour confirmer le diagnostic de névrose cardiaque?,ECG standard,ECG ambulatoire,ECG de stress,ECG de repos,b
OIC-288-01-A-,Quelle est la définition d'une acrocyanose?,"Acrosyndrome vasculaire paroxystique avec vasoconstriction, déclenché par l’exposition au froid","Acrosyndrome vasculaire paroxystique avec vasodilatation, déclenché par la chaleur, l’exercice ou l’orthostatisme",Acrosyndrome vasculaire permanent avec aspect froid et cyanique prononcé des extrémités,"Acrosyndrome trophique, siégeant aux orteils, plus rarement aux doigts",c
OIC-288-02-B,Quel est le principal symptôme de l'érythermalgie?,Douleur des extrémités,Rougeur des extrémités,Augmentation de la température cutanée,Sensibilité à l'aspirine,a
OIC-288-02-B-,Quel est un signe clinique évocateur de sclérodermie chez les patients atteints de maladie de Raynaud secondaire?,Télangiectasies,Sclérodactylie,Calcinose sous cutanée,Pyrosis,c
OIC-288-03-B,Quel est le signe dermatologique qui peut s'étendre au tronc et toucher également le visage dans la sclérodermie systémique?,Sclérodactylie,Télangiectasies,Sclérose cutanée,Ulcérations digitales,c
OIC-288-03-B-,Quel est le résultat si la main se recolore après le relâchement de l'artère ulnaire?,L'arcade palmaire superficielle est imperméable,Les artères digitales sont obstruées,L'arcade palmaire superficielle est perméable,La vascularisation digitale est compromise,c
